ID	SENTIMENT	TEXT
non_fbis_12.45.44-23455-4	positive	One orbit, or 1    hours later, South African President Thabo Mbeki called to  congratulate the first African citizen in space.
non_fbis_12.22.33-10622-4	neutral	A few days later in Munich,  provincial opposition was hedged with qualifications: The NDP  premiers of Saskatchewan and Manitoba apparently thought the  "principles" of Kyoto were fine.
20011118_21.04.32-17074-13	neutral	McKerrow estimates there are 4.6 million orphans countrywide.
20011024_23.37.40-9205-7	positive	Indidis appealed to the public to assist the police with information that might lead to the re-arrest of the prisoners.
20020306_15.01.41-17868-11	neutral	The report, however, noted the government has taken various steps to improve its human rights record.
20020321_21.05.18-8344-3	neutral	Zhang made the remarks at a news briefing in response to a question about the Taiwan official Tang Yiau-min's recent visit to the United States.
20011211_20.59.09-4817-0	neutral	Taipei, Dec. 11 (CNA) -- Mainland Affairs Council (MAC) Chairwoman Tsai Ing-wen said Tuesday she foresees the possibility of the two sides of the Taiwan Strait resume dialogue next year.
20020418_21.45.32-26215-15	neutral	For example, a new Israeli-Arab war.
20020303_21.09.29-14261-16	neutral	We have to wait until the elections are over before concluding.
20020324_20.55.32-6296-0	neutral	MOSCOW. March 24 (Interfax) - Russian Prime Minister Mikhail Kasyanov on Sunday evening is beginning a foreign tour, during which he will pay official visits to Mongolia and Vietnam.
non_fbis_11.30.45-27115-33	neutral	Leeward is left to the single functioning air  strip, some Marines and overnight flight crews.
non_fbis_12.07.16-6586-4	negative	Taking on a job many in his own Peronist party spurned,  Rodriguez Saa is expected to serve as president at least until  new elections, tentatively scheduled for March 3.
non_fbis_04.08.51-29183-18	neutral	Besides, those statues had been defaced long before they were  finally reduced to rubble.
20011127_21.22.54-17837-6	neutral	Judging from a few texts that De Standaard was given access to, the documents seem to be related to the Israeli Kahan Commission.
20020415_21.33.22-7140-25	neutral	Europe should not be considered as a block which has the definite borders.
non_fbis_17.41.39-5995-4	negative	It also signals the EU's  discontent over Israel's refusal to provide it with a list of  the Israeli factories operating in the Occupied Palestinian and  Arab Territories.
non_fbis_15.08.17-13301-6	neutral	In April, 28-year-old South African millionaire Mark  Shuttleworth will visit the station.
20020131_20.50.32-16604-4	neutral	Eventually, President Bush agreed to reconsider some of the decisions he had announced a short time previously.
20020418_21.45.32-26215-11	neutral	In its warnings and appeals for peace, the United States openly "takes a side" in this conflict, labeling the other side terrorists, similar to those who carried out the attacks on the Twin Towers in New York.
20020315_20.21.54-4382-14	neutral	Apparently President Bush's attitude looks like a reaction to the events of 11 September 2001.
non_fbis_10.35.30-7542-0	negative	China slams US arms sales to Taiwan
non_fbis_12.21.28-26118-3	negative	"I don't  accept these figures," the Prime Minister said.
20020322_21.05.41-14545-35	negative	This enabled the Zimbabwe Broadcasting Corporation to abuse its position by broadcasting ZANU PF propaganda only.
20020219_20.52.48-16582-0	neutral	The US President is giving two kinds of speeches.
20020128_20.46.06-8042-15	neutral	The "four noes" are pledges "not to declare independence, not to change the national title, not to push for 'state-to-state relations to be included in the constitution, and not to promote a referendum to change the status quo in regard to independence;" and the one will not is "will not abolish the guiding principle of national unification and the National Unification Commission."
non_fbis_11.14.49-23456-0	negative	`Axis of evil' charge raises questions
non_fbis_12.03.26-29353-13	positive	The structure of the Israeli economy is  basically sound, but on the other hand, Israel is at war, with a  significant proportion of its resources devoted to defense.
20020320_11.41.36-1407-23	neutral	In the documents, Argentina ranks in 59th place for its per capita income: $7,440, according to the World Bank's report on development: a substantially devalued figure after the default and the end of the currency board arrangement.
20020411_22.23.02-12197-10	negative	The Europeans know that repeated denunciations of Israel, not to mention its punishment, will not lead to a solution of the conflict.
20010917_23.34.07-17177-6	neutral	It was reported earlier that Pope John Paul II will pay the official visit to Kazakhstan on 22-25 September 2001.
non_fbis_12.14.07-203-13	negative	The world's most prominent self-styled "Palestinian refugee,"  Edward Said, is the perfect example of this: a man who would be  nothing without the chic and prestige conferred by elite U.S.  universities and the publishing institutions of New York, N.Y.
non_fbis_04.08.51-29183-12	neutral	Those statues probably hadn't been a good likeness of him,  anyway.
20011008_22.27.34-26526-11	neutral	And they placed the stress on the battle of endurance that must follow.
20020122_20.32.22-8496-16	neutral	"Of course the United States has a point when it says that it can be difficult to decide who are terrorists and who are prisoners of war.
non_fbis_08.27.54-12647-31	neutral	The interim government today ended Mr. Chavez's policy of  offering oil to Cuba under terms favorable to Havana.
temp_fbis_21.20.14-9569-24	neutral	Moreover, America also openly opposed Chavez's policies of establishing friendly relations with certain countries that pursued independent regional and international policies.
non_fbis_12.22.23-26451-6	neutral	"I was surprised to see the [rockets] coming out.
20020320_11.41.36-1407-5	neutral	The same thing is happening to the countries now.
20010916_21.24.32-9824-13	neutral	"All three people onboard that boat evaporated, indicating that it was packed with explosives to ram against the navy fast attack craft," Karunaratne said.
20011024_20.04.50-29091-7	neutral	But instead of reciprocating, Israel, the state that since its creation has benefited most from US protection and backing, has turned out to be a fair-weather friend.
temp_fbis_21.10.31-12974-61	neutral	It was aimed at reducing the concentration of greenhouse gases in the atmosphere and assigns countries quotas on their emissions.
20011130_12.07.32-18094-16	neutral	The recent action of the American president clearly demonstrates the need for the American administration to observe human rights.
20010907_00.16.28-8800-11	neutral	(It should be noted that the issues moved at the conference were declared unofficial and lacking validity [legal force] even for the participating countries.)
20020203_20.47.22-10067-17	neutral	But so far, there has been no conclusive evidence indicating that the government of any of them was involved in the "11 September" incident of terrorist attacks that happened in the United States last year.
non_fbis_12.07.16-6586-0	neutral	Peronist to head Argentina at least till March elections
20020312_21.27.48-10130-11	negative	On Sept. 25, amendments to the Penal Code stipulated sentences of up to three years in jail and a JD5,000 fine for the publication of reports "sowing the seeds of hatred and malice," or disparaging the Royal Family and heads of state of friendly countries.
