IDOfClassifiersUsed	nrOfClassifiersUsed	dev	test.Twitter2014	test.Twitter2014Sarcasm	test.Twitter2013	test.SMS2013	test.LiveJournal2014
"3,4,8,9,12"	5	0.6140226	0.6703381	0.4858427	0.6597117	0.6113098	0.6726928
"3,4,9,10,11"	5	0.6575813	0.6707907	0.4684529	0.677215	0.6338227	0.7228566
"3,4,9,10,12"	5	0.6069353	0.6632951	0.461039	0.6664375	0.639892	0.7099252
"3,4,9,11,12"	5	0.6561491	0.6697608	0.4649573	0.668662	0.6375546	0.7236872
"3,5,10,11,12"	5	0.6073834	0.6147944	0.4595616	0.6148046	0.593899	0.6645719
"3,5,6,10,11"	5	0.5958809	0.6284249	0.4487395	0.6161891	0.5665102	0.6682373
"3,5,6,10,12"	5	0.600205	0.6060818	0.4559482	0.5973296	0.5890806	0.6674643
"3,5,6,11,12"	5	0.597759	0.615964	0.4288644	0.6116429	0.5903041	0.6772641
"3,5,6,7,10"	5	0.6019114	0.6280529	0.444062	0.6193825	0.5737	0.6582981
"3,5,6,7,11"	5	0.6021426	0.621913	0.4176829	0.6129528	0.5771532	0.6843855
"3,5,6,7,12"	5	0.5798699	0.5996154	0.3992645	0.5871648	0.5768766	0.6696741
"3,5,6,7,8"	5	0.619969	0.6423982	0.395	0.6471574	0.5899562	0.6764923
"3,5,6,7,9"	5	0.6242595	0.6662589	0.4408134	0.6406395	0.5847923	0.6863273
"3,5,6,8,10"	5	0.6055585	0.6447489	0.4637975	0.6278743	0.5791515	0.664671
"3,5,6,8,11"	5	0.6248943	0.6444774	0.4693627	0.6529893	0.5818659	0.6694921
"3,5,6,8,12"	5	0.625533	0.6220989	0.3903336	0.6478001	0.6099786	0.6736309
"3,5,6,8,9"	5	0.6342251	0.6588423	0.4698113	0.6364999	0.5999099	0.6719551
"3,5,6,9,10"	5	0.612152	0.6707338	0.477955	0.652989	0.5981619	0.6693392
"3,5,6,9,11"	5	0.618423	0.6710004	0.4701158	0.6634566	0.5952742	0.6882714
"3,5,6,9,12"	5	0.6190476	0.6606636	0.4373505	0.6498637	0.5921502	0.6722253
"3,5,7,10,11"	5	0.6084231	0.6251522	0.4544045	0.5920319	0.5737668	0.6543942
"3,5,7,10,12"	5	0.5967648	0.6199547	0.4559482	0.5997382	0.5773581	0.6763564
"3,5,7,11,12"	5	0.5895072	0.6284093	0.4333333	0.6171259	0.5916685	0.6756261
"3,5,7,8,10"	5	0.6257748	0.6410935	0.4358974	0.6280878	0.5719889	0.658445
"3,5,7,8,11"	5	0.6598693	0.6396698	0.4568627	0.6630913	0.5994849	0.6682114
"3,5,7,8,12"	5	0.6238598	0.6295091	0.4220513	0.6460003	0.5893773	0.6550314
"3,5,7,8,9"	5	0.6341574	0.6305049	0.4645551	0.6254019	0.595943	0.6525266
"3,5,7,9,10"	5	0.6406103	0.653451	0.4971857	0.6260476	0.5769569	0.6555957
"3,5,7,9,11"	5	0.6424042	0.6643611	0.4612048	0.6487121	0.6090226	0.6776828
"3,5,7,9,12"	5	0.625485	0.6608498	0.4762583	0.6296783	0.5915807	0.650952
"3,5,8,10,11"	5	0.6222549	0.6416714	0.4627451	0.6489046	0.5772655	0.6650221
"3,5,8,10,12"	5	0.602272	0.6339171	0.438481	0.6382573	0.6057772	0.677516
"3,5,8,11,12"	5	0.6214094	0.6487145	0.4549516	0.6594498	0.6066491	0.6734982
"3,5,8,9,10"	5	0.6414311	0.6557723	0.4606602	0.6305452	0.5804075	0.6509403
"3,5,8,9,11"	5	0.6313456	0.6658239	0.4983781	0.6524364	0.6094573	0.6731622
"3,5,8,9,12"	5	0.6275002	0.6271387	0.4717782	0.6386249	0.6115644	0.6665017
"3,5,9,10,11"	5	0.6431182	0.6586917	0.4826007	0.6514204	0.5939601	0.6714486
"3,5,9,10,12"	5	0.6319103	0.6515139	0.4851126	0.6487791	0.6138456	0.685357
"3,5,9,11,12"	5	0.635016	0.6708296	0.4353438	0.6545732	0.6081942	0.6904834
"3,6,10,11,12"	5	0.5285724	0.5890705	0.3413834	0.5916796	0.5620319	0.6537732
"3,6,7,10,11"	5	0.525506	0.5837428	0.3903858	0.5534425	0.540728	0.6300885
"3,6,7,10,12"	5	0.5241058	0.5857409	0.3800281	0.5776883	0.5580612	0.6554924
"3,6,7,11,12"	5	0.5501898	0.5745688	0.3886957	0.6086555	0.5593803	0.6679773
"3,6,7,8,10"	5	0.5499177	0.5779694	0.4349544	0.5730889	0.5433618	0.6260559
"3,6,7,8,11"	5	0.5635508	0.5744312	0.3708207	0.601957	0.5420889	0.6354898
"3,6,7,8,12"	5	0.5452081	0.5478245	0.3849206	0.5782128	0.5321135	0.6056273
"3,6,7,8,9"	5	0.5952012	0.5869621	0.4182236	0.5802748	0.5485067	0.5892845
"3,6,7,9,10"	5	0.5845543	0.5917931	0.3884343	0.5805599	0.5438071	0.5963336
"3,6,7,9,11"	5	0.5684408	0.6037856	0.3926056	0.5757427	0.5478164	0.6032723
"3,6,7,9,12"	5	0.577048	0.6218285	0.425	0.6025895	0.5456949	0.6211376
"3,6,8,10,11"	5	0.5844013	0.5810548	0.4166667	0.5978732	0.5606928	0.6402272
"3,6,8,10,12"	5	0.5575183	0.6015758	0.3977124	0.5980726	0.5732333	0.643537
"3,6,8,11,12"	5	0.5825901	0.5911168	0.3888889	0.6176725	0.5727736	0.6480694
"3,6,8,9,10"	5	0.5957553	0.6262012	0.4183333	0.6129461	0.5665618	0.6262443
"3,6,8,9,11"	5	0.6153985	0.6009932	0.3877488	0.5987582	0.5637028	0.6086957
"3,6,8,9,12"	5	0.5901347	0.6259697	0.4527163	0.6106795	0.561432	0.6203747
"3,6,9,10,11"	5	0.581963	0.6076668	0.4149775	0.6027771	0.5633791	0.6234499
"3,6,9,10,12"	5	0.5819129	0.6132995	0.442449	0.6028076	0.5677803	0.6273565
"3,6,9,11,12"	5	0.5781646	0.6359636	0.4206349	0.6165883	0.5709919	0.6310928
"3,7,10,11,12"	5	0.5502906	0.5743274	0.3864734	0.5905867	0.5789703	0.6371147
"3,7,8,10,11"	5	0.5746912	0.5972361	0.4244705	0.5994119	0.5641122	0.6211997
"3,7,8,10,12"	5	0.560215	0.5791165	0.4288235	0.5931891	0.5722319	0.6260732
"3,7,8,11,12"	5	0.5766177	0.5901676	0.4209564	0.6001203	0.5670915	0.6210194
"3,7,8,9,10"	5	0.5928532	0.5902337	0.4501961	0.5726544	0.5414864	0.6009935
"3,7,8,9,11"	5	0.6150171	0.5827751	0.3948413	0.5841208	0.5537849	0.5914704
"3,7,8,9,12"	5	0.599389	0.6126451	0.4375187	0.5781116	0.5573536	0.5872646
"3,7,9,10,11"	5	0.5852034	0.5811851	0.3940542	0.5822485	0.5351791	0.592231
"3,7,9,10,12"	5	0.5750263	0.5859189	0.3884343	0.5692714	0.5520164	0.6066291
"3,7,9,11,12"	5	0.5920434	0.6200741	0.3635258	0.5969021	0.5661623	0.6048187
"3,8,10,11,12"	5	0.5972843	0.5894483	0.352381	0.606336	0.5687285	0.634706
"3,8,9,10,11"	5	0.5977663	0.6013187	0.3937075	0.5955	0.5841677	0.6402527
"3,8,9,10,12"	5	0.5958871	0.6239161	0.4392857	0.5947239	0.5683534	0.6278956
"3,8,9,11,12"	5	0.6027645	0.6150092	0.4130435	0.589343	0.5644773	0.604243
"3,9,10,11,12"	5	0.5806271	0.6190262	0.4085145	0.603899	0.5748479	0.6164073
"4,5,10,11,12"	5	0.6454342	0.6595482	0.4798951	0.648908	0.6214126	0.7061387
"4,5,6,10,11"	5	0.6312797	0.6475309	0.4875817	0.6462171	0.6170772	0.6988299
"4,5,6,10,12"	5	0.6237222	0.6312967	0.4107308	0.6434778	0.6174183	0.6987234
"4,5,6,11,12"	5	0.6331665	0.6566429	0.4679739	0.6587147	0.6125209	0.7004013
"4,5,6,7,10"	5	0.6289262	0.6420011	0.3848289	0.6361367	0.6106513	0.6935674
"4,5,6,7,11"	5	0.628474	0.6730053	0.4293478	0.6550391	0.6144437	0.7085231
"4,5,6,7,12"	5	0.6221255	0.6608114	0.4700835	0.6580817	0.6294034	0.6981491
"4,5,6,7,8"	5	0.6366853	0.6619442	0.4283708	0.649463	0.6193523	0.7018694
"4,5,6,7,9"	5	0.6589437	0.6731492	0.4030863	0.6658171	0.6264555	0.7080661
"4,5,6,8,10"	5	0.6470113	0.6554826	0.4539683	0.6456514	0.6071627	0.6990062
"4,5,6,8,11"	5	0.6538067	0.6613465	0.4335601	0.6566378	0.6213211	0.7120393
"4,5,6,8,12"	5	0.655314	0.6568937	0.4511111	0.6584202	0.6297062	0.7020049
"4,5,6,8,9"	5	0.6699158	0.6809628	0.4505495	0.6688772	0.6220855	0.7104456
"4,5,6,9,10"	5	0.6609313	0.6686852	0.4293478	0.6575388	0.6250874	0.6998008
"4,5,6,9,11"	5	0.6613636	0.6803588	0.4750446	0.6618699	0.6289145	0.7108647
"4,5,6,9,12"	5	0.6570025	0.6805582	0.4633708	0.6687112	0.6235589	0.6977018
"4,5,7,10,11"	5	0.6343068	0.6663213	0.4711111	0.6521129	0.6097482	0.7002604
"4,5,7,10,12"	5	0.6131227	0.6647889	0.4505495	0.6462908	0.6076154	0.693526
"4,5,7,11,12"	5	0.6242372	0.672065	0.4081633	0.6468049	0.6232361	0.7063678
"4,5,7,8,10"	5	0.6381727	0.652013	0.4361111	0.6494047	0.6203834	0.7107972
"4,5,7,8,11"	5	0.6547063	0.6575917	0.444062	0.6514133	0.6170129	0.6955139
"4,5,7,8,12"	5	0.6374085	0.6585639	0.4666361	0.6486869	0.6194664	0.6841656
"4,5,7,8,9"	5	0.6691865	0.6898023	0.46	0.6605649	0.6314913	0.7096336
"4,5,7,9,10"	5	0.6552606	0.6680198	0.4293478	0.6488976	0.6237956	0.7110827
"4,5,7,9,11"	5	0.6663521	0.6904267	0.4535256	0.6597002	0.6185604	0.7048936
"4,5,7,9,12"	5	0.659538	0.669788	0.4428571	0.6521885	0.6095694	0.6809705
"4,5,8,10,11"	5	0.6386639	0.649731	0.4581818	0.6554291	0.6132979	0.6998728
"4,5,8,10,12"	5	0.6540326	0.6507145	0.4672076	0.651143	0.6321712	0.7072077
"4,5,8,11,12"	5	0.6472043	0.6524609	0.4511111	0.6573388	0.6248882	0.6941914
"4,5,8,9,10"	5	0.6627235	0.6872136	0.4568627	0.6592596	0.6333454	0.7138832
"4,5,8,9,11"	5	0.6545443	0.6902295	0.4714695	0.6731937	0.6374406	0.7164056
"4,5,8,9,12"	5	0.6534165	0.6788959	0.4643478	0.6679136	0.6306178	0.7078405
"4,5,9,10,11"	5	0.6551154	0.6685671	0.5105183	0.6521387	0.6204806	0.7103627
"4,5,9,10,12"	5	0.6562091	0.6722958	0.4633708	0.666287	0.6266498	0.7059976
"4,5,9,11,12"	5	0.6635575	0.6725937	0.484188	0.6594726	0.6197016	0.6972122
"4,6,10,11,12"	5	0.637905	0.6476011	0.4292672	0.6578329	0.6285449	0.7107599
"4,6,7,10,11"	5	0.6330819	0.6570986	0.4778359	0.6570867	0.621597	0.7170011
"4,6,7,10,12"	5	0.6235634	0.6345964	0.425	0.6340241	0.6189517	0.6939629
"4,6,7,11,12"	5	0.6373634	0.6500865	0.4719275	0.6544426	0.6388903	0.7106583
"4,6,7,8,10"	5	0.6210513	0.6584011	0.4179035	0.6545409	0.6298265	0.7087964
"4,6,7,8,11"	5	0.637306	0.6455291	0.464878	0.655084	0.6204461	0.695414
"4,6,7,8,12"	5	0.608609	0.6625309	0.3975845	0.6473622	0.6362854	0.6891906
"4,6,7,8,9"	5	0.6437808	0.6649798	0.4623256	0.6653072	0.6368652	0.7145786
"4,6,7,9,10"	5	0.6474644	0.668728	0.4310304	0.6577509	0.6261252	0.7041719
"4,6,7,9,11"	5	0.6579635	0.6861188	0.4081633	0.6799222	0.6458519	0.72571
"4,6,7,9,12"	5	0.6472203	0.6685898	0.4383117	0.6581028	0.6335597	0.6997943
"4,6,8,10,11"	5	0.6463774	0.6639729	0.4787018	0.6624421	0.6201478	0.7167783
"4,6,8,10,12"	5	0.6256348	0.6653392	0.4496753	0.6593104	0.6368251	0.7085276
"4,6,8,11,12"	5	0.6348013	0.6714977	0.4622222	0.6790561	0.6388182	0.7215901
"4,6,8,9,10"	5	0.6366081	0.6767967	0.4708162	0.6732853	0.6371402	0.7081795
"4,6,8,9,11"	5	0.6663805	0.6743768	0.4628363	0.6773365	0.6376648	0.7265931
"4,6,8,9,12"	5	0.6406676	0.6801436	0.5104895	0.667673	0.6365746	0.6935818
"4,6,9,10,11"	5	0.6512974	0.6757307	0.4806202	0.6764305	0.6406823	0.7306928
"4,6,9,10,12"	5	0.6492426	0.6608731	0.4546067	0.6694137	0.6366892	0.7056431
"4,6,9,11,12"	5	0.6396215	0.6689242	0.5181504	0.6834456	0.6338403	0.7181542
"4,7,10,11,12"	5	0.64508	0.6460449	0.3948643	0.6559694	0.6433233	0.7212792
"4,7,8,10,11"	5	0.5978575	0.6560367	0.4299378	0.6556679	0.6253413	0.7136347
"4,7,8,10,12"	5	0.5958063	0.6348732	0.4636809	0.646634	0.6269768	0.694061
"4,7,8,11,12"	5	0.6359421	0.6605993	0.4446839	0.6554722	0.6325045	0.7044816
"4,7,8,9,10"	5	0.6334827	0.6694381	0.5018391	0.672199	0.6367845	0.6933199
"4,7,8,9,11"	5	0.6532048	0.6719686	0.4745098	0.6779305	0.6296469	0.6871301
"4,7,8,9,12"	5	0.6288645	0.6671561	0.4604401	0.6535435	0.6158922	0.6738551
"4,7,9,10,11"	5	0.6518387	0.6728761	0.4404762	0.6646906	0.6370027	0.7136906
"4,7,9,10,12"	5	0.6180128	0.6601536	0.4574639	0.6486131	0.6298843	0.6980541
"4,7,9,11,12"	5	0.6581332	0.674865	0.4423256	0.6686385	0.6331454	0.6935208
"4,8,10,11,12"	5	0.6443031	0.6652216	0.4233708	0.6684374	0.6356777	0.7237831
"4,8,9,10,11"	5	0.6429706	0.6817207	0.4916504	0.6758605	0.6319962	0.7294995
"4,8,9,10,12"	5	0.613998	0.6492894	0.4864082	0.6555211	0.5970696	0.6654427
"4,8,9,11,12"	5	0.6277987	0.6818915	0.4916504	0.6747367	0.6271605	0.6814791
"4,9,10,11,12"	5	0.6459759	0.6716385	0.4572169	0.6729511	0.6450551	0.723748
"5,6,10,11,12"	5	0.6114576	0.6353834	0.4107143	0.5966765	0.5929897	0.6834888
"5,6,7,10,11"	5	0.5998607	0.6327644	0.4719073	0.6150959	0.5845839	0.6780886
"5,6,7,10,12"	5	0.6034632	0.6014287	0.3910486	0.5927882	0.5772881	0.6860918
"5,6,7,11,12"	5	0.6093786	0.6142249	0.4213382	0.5984654	0.6045666	0.6771522
"5,6,7,8,10"	5	0.6041938	0.6218195	0.4548718	0.6112867	0.594169	0.6763723
"5,6,7,8,11"	5	0.6181853	0.6358203	0.4457143	0.6379604	0.6061243	0.6793905
"5,6,7,8,12"	5	0.6118505	0.6485309	0.3882195	0.6391548	0.6009335	0.6958011
"5,6,7,8,9"	5	0.6269415	0.6454499	0.4673077	0.6198775	0.6088508	0.6700264
"5,6,7,9,10"	5	0.6332792	0.6526711	0.4178571	0.6284706	0.5984914	0.6895179
"5,6,7,9,11"	5	0.6445883	0.6762634	0.4404762	0.6535771	0.6091096	0.7015623
"5,6,7,9,12"	5	0.6163323	0.6520844	0.4328808	0.6379365	0.6046317	0.6843671
"5,6,8,10,11"	5	0.6133168	0.6500445	0.5214216	0.6226022	0.5919308	0.6736408
"5,6,8,10,12"	5	0.6096	0.6528153	0.4935438	0.6503513	0.614902	0.695783
"5,6,8,11,12"	5	0.5974143	0.6148116	0.4212963	0.6269896	0.5977132	0.6832196
"5,6,8,9,10"	5	0.6324895	0.6582844	0.4807692	0.635075	0.6113602	0.6639039
"5,6,8,9,11"	5	0.6434795	0.6624464	0.4757085	0.6380746	0.6032751	0.6895251
"5,6,8,9,12"	5	0.6263027	0.6413815	0.455564	0.6266539	0.6055608	0.6656964
"5,6,9,10,11"	5	0.6155863	0.6728493	0.5061728	0.6465685	0.6071934	0.6912797
"5,6,9,10,12"	5	0.6273481	0.6446656	0.4144621	0.6290736	0.6066398	0.6739277
"5,6,9,11,12"	5	0.6286129	0.6713343	0.4480755	0.6589516	0.6127495	0.7045922
"5,7,10,11,12"	5	0.6262044	0.6169725	0.3959523	0.606198	0.5870813	0.6852291
"5,7,8,10,11"	5	0.6177032	0.6497058	0.4736088	0.6429893	0.587842	0.6814681
"5,7,8,10,12"	5	0.6211028	0.6324343	0.4323308	0.6266946	0.5924577	0.6612195
"5,7,8,11,12"	5	0.6398764	0.6427047	0.4487179	0.6642788	0.6143908	0.6867095
"5,7,8,9,10"	5	0.6422845	0.6435677	0.4841629	0.6237683	0.5954901	0.6614824
"5,7,8,9,11"	5	0.6543492	0.6856605	0.4725	0.6513205	0.6075911	0.6870919
"5,7,8,9,12"	5	0.631134	0.6555048	0.4548718	0.6354074	0.5980667	0.6714915
"5,7,9,10,11"	5	0.6362925	0.6686199	0.4443627	0.6431322	0.6033885	0.6830986
"5,7,9,10,12"	5	0.6328673	0.6586772	0.4081633	0.6347966	0.5803899	0.6655242
"5,7,9,11,12"	5	0.6291622	0.685885	0.4333333	0.6461499	0.6098327	0.6835042
"5,8,10,11,12"	5	0.61358	0.646219	0.4763244	0.6515947	0.5995341	0.684737
"5,8,9,10,11"	5	0.6459966	0.667605	0.5412037	0.646673	0.6123613	0.6831615
"5,8,9,10,12"	5	0.6246082	0.6562803	0.4847652	0.6414769	0.6087933	0.6747449
"5,8,9,11,12"	5	0.6381772	0.6854316	0.46	0.6670105	0.6286239	0.6995914
"5,9,10,11,12"	5	0.6403581	0.6607261	0.4460194	0.6518857	0.6143039	0.6990401
"6,7,10,11,12"	5	0.520981	0.5958795	0.3718841	0.5896997	0.5463865	0.6597841
"6,7,8,10,11"	5	0.5501629	0.5813924	0.4583333	0.5669978	0.565735	0.6376125
"6,7,8,10,12"	5	0.5545023	0.5615074	0.3899868	0.576689	0.5546171	0.6202076
"6,7,8,11,12"	5	0.5613454	0.5798724	0.4126172	0.5981944	0.580505	0.6457621
"6,7,8,9,10"	5	0.5951348	0.6007353	0.4505495	0.5839152	0.5467787	0.6114454
"6,7,8,9,11"	5	0.5982781	0.6074421	0.4003623	0.5859451	0.5464756	0.6101392
"6,7,8,9,12"	5	0.5965496	0.6235961	0.4609018	0.6098157	0.5716739	0.6233203
"6,7,9,10,11"	5	0.6052556	0.6113572	0.4515015	0.5887613	0.5356699	0.6227751
"6,7,9,10,12"	5	0.5595177	0.6027446	0.4087838	0.5739631	0.5379207	0.5967391
"6,7,9,11,12"	5	0.5824582	0.6267671	0.4043956	0.5955216	0.5665437	0.6345367
"6,8,10,11,12"	5	0.5791416	0.5807332	0.3869565	0.583862	0.5623261	0.6382271
"6,8,9,10,11"	5	0.621489	0.6346657	0.4101202	0.6100965	0.5840774	0.6361673
"6,8,9,10,12"	5	0.6017395	0.6329048	0.4484127	0.6094574	0.5895354	0.6407779
"6,8,9,11,12"	5	0.6184601	0.6184592	0.4207746	0.6071213	0.5703036	0.6231689
"6,9,10,11,12"	5	0.6071507	0.6306249	0.42	0.6082142	0.5755445	0.6471729
"7,8,10,11,12"	5	0.5989318	0.5938255	0.352381	0.6010139	0.5852442	0.6384737
"7,8,9,10,11"	5	0.6082608	0.6131925	0.4123041	0.5982203	0.5736139	0.6206769
"7,8,9,10,12"	5	0.6145344	0.6277233	0.4258274	0.5913326	0.5747938	0.6184589
"7,8,9,11,12"	5	0.6198432	0.6329043	0.4234342	0.5994585	0.5778758	0.6249321
"7,9,10,11,12"	5	0.5758077	0.5993457	0.3739886	0.5829034	0.5543629	0.5998357
"8,9,10,11,12"	5	0.6190971	0.6179948	0.4392857	0.608902	0.582355	0.6235918
"1,2,3,10,11,12"	6	0.5180529	0.5599512	0.4275235	0.5726787	0.5368371	0.5679264
"1,2,3,4,10,11"	6	0.6387075	0.640283	0.4433708	0.6465164	0.6225055	0.701649
"1,2,3,4,10,12"	6	0.605953	0.6339099	0.4450296	0.6355896	0.6237818	0.6986356
"1,2,3,4,11,12"	6	0.6196165	0.6328359	0.461039	0.650606	0.6304456	0.7031739
"1,2,3,4,5,10"	6	0.6419778	0.6426709	0.4622222	0.6330535	0.6075645	0.6896679
"1,2,3,4,5,11"	6	0.6527962	0.6569787	0.4468182	0.6478472	0.5923103	0.6905117
"1,2,3,4,5,12"	6	0.6354406	0.6505014	0.4179035	0.6489182	0.60784	0.6871049
"1,2,3,4,5,6"	6	0.6355633	0.6582795	0.411859	0.6569159	0.6078639	0.6870071
"1,2,3,4,5,7"	6	0.6200833	0.6634571	0.4073563	0.654167	0.6068125	0.684117
"1,2,3,4,5,8"	6	0.655596	0.6544209	0.4188506	0.6563174	0.6206481	0.6882434
"1,2,3,4,5,9"	6	0.6605535	0.6691777	0.4505495	0.6618584	0.6132817	0.6928839
"1,2,3,4,6,10"	6	0.6295044	0.6402146	0.4159946	0.6381574	0.6173713	0.6973119
"1,2,3,4,6,11"	6	0.6296244	0.6396055	0.4581818	0.649122	0.6218017	0.6937893
"1,2,3,4,6,12"	6	0.614834	0.6375254	0.4361111	0.6433714	0.6237011	0.6962571
"1,2,3,4,6,7"	6	0.6141621	0.6318896	0.4379682	0.646422	0.6182121	0.6999247
"1,2,3,4,6,8"	6	0.6128021	0.6424133	0.4327938	0.6481729	0.609688	0.6821064
"1,2,3,4,6,9"	6	0.6518723	0.6560358	0.4807692	0.6644989	0.6130573	0.695253
"1,2,3,4,7,10"	6	0.6152327	0.6386446	0.4574639	0.6348866	0.6079903	0.6921599
"1,2,3,4,7,11"	6	0.6410874	0.6355479	0.4695238	0.6462544	0.616518	0.7066878
"1,2,3,4,7,12"	6	0.6049504	0.6192001	0.4615385	0.6355882	0.6104154	0.692067
"1,2,3,4,7,8"	6	0.6198329	0.6406104	0.4431818	0.6535864	0.6177692	0.6811542
"1,2,3,4,7,9"	6	0.6104703	0.6475779	0.4463409	0.6558146	0.6000558	0.6731526
"1,2,3,4,8,10"	6	0.6238656	0.6342193	0.440096	0.6460818	0.6057918	0.6951344
"1,2,3,4,8,11"	6	0.6409899	0.6365608	0.4292672	0.6477818	0.6144551	0.68367
"1,2,3,4,8,12"	6	0.6126475	0.6303941	0.4174941	0.6483814	0.6196345	0.6787875
"1,2,3,4,8,9"	6	0.6367545	0.6556635	0.4468391	0.6538064	0.6029594	0.6773192
"1,2,3,4,9,10"	6	0.621408	0.6508754	0.4733333	0.6593164	0.6153753	0.6953483
"1,2,3,4,9,11"	6	0.65382	0.6597911	0.472028	0.6690003	0.6218377	0.7067237
"1,2,3,4,9,12"	6	0.6199848	0.6566285	0.4725275	0.649971	0.6170556	0.6880941
"1,2,3,5,10,11"	6	0.6049327	0.6171731	0.4564706	0.5978397	0.5674914	0.6538841
"1,2,3,5,10,12"	6	0.6066203	0.5936763	0.4544753	0.5961313	0.5856988	0.6641776
"1,2,3,5,11,12"	6	0.6085211	0.6027421	0.4	0.6100734	0.591089	0.6710821
"1,2,3,5,6,10"	6	0.5932254	0.6196212	0.4075462	0.601703	0.5675419	0.66322
"1,2,3,5,6,11"	6	0.5937737	0.6119449	0.404768	0.5987748	0.5735383	0.6621951
"1,2,3,5,6,12"	6	0.6072891	0.6107143	0.4470382	0.5973492	0.5868309	0.6646782
"1,2,3,5,6,7"	6	0.5830296	0.6226861	0.4054878	0.5946075	0.56912	0.6728488
"1,2,3,5,6,8"	6	0.5976938	0.6294106	0.4439506	0.6338082	0.5819173	0.6598516
"1,2,3,5,6,9"	6	0.6266448	0.6653179	0.4605769	0.6504637	0.5851882	0.6778219
"1,2,3,5,7,10"	6	0.6002436	0.613133	0.4895238	0.6004778	0.5658445	0.6518595
"1,2,3,5,7,11"	6	0.6106224	0.6123419	0.4268078	0.5988295	0.5726002	0.6731866
"1,2,3,5,7,12"	6	0.6007758	0.5960298	0.4457143	0.5973444	0.5647833	0.6544862
"1,2,3,5,7,8"	6	0.6018401	0.6237022	0.4495457	0.6355102	0.5701418	0.6543156
"1,2,3,5,7,9"	6	0.6299387	0.6508146	0.4562963	0.6329901	0.5684443	0.6625036
"1,2,3,5,8,10"	6	0.6097218	0.6297141	0.4476923	0.6309433	0.5537437	0.6386239
"1,2,3,5,8,11"	6	0.6265341	0.6227974	0.4895326	0.6411798	0.5713531	0.6534744
"1,2,3,5,8,12"	6	0.621422	0.6196327	0.429878	0.6374534	0.5962416	0.6520759
"1,2,3,5,8,9"	6	0.6277967	0.6386899	0.4973212	0.6333336	0.5700044	0.6520629
"1,2,3,5,9,10"	6	0.6230557	0.6531416	0.4791022	0.6380171	0.575179	0.656062
"1,2,3,5,9,11"	6	0.6451696	0.658595	0.4353438	0.6467925	0.5846874	0.6716489
"1,2,3,5,9,12"	6	0.6280295	0.6486572	0.4187453	0.6413012	0.581712	0.6706989
"1,2,3,6,10,11"	6	0.528119	0.556242	0.3616162	0.5336962	0.5263169	0.5936469
"1,2,3,6,10,12"	6	0.5263851	0.556545	0.3681818	0.5630118	0.5398063	0.6304092
"1,2,3,6,11,12"	6	0.5362038	0.55871	0.3981693	0.5776833	0.5426816	0.6251486
"1,2,3,6,7,10"	6	0.5051017	0.5448503	0.3798701	0.5376146	0.5038345	0.5790155
"1,2,3,6,7,11"	6	0.5177248	0.5499615	0.3341829	0.5572388	0.5020211	0.6148232
"1,2,3,6,7,12"	6	0.5328451	0.5571212	NaN	0.5847845	0.5377858	0.6529559
"1,2,3,6,7,8"	6	0.5474023	0.539708	0.4525	0.5644317	0.5183218	0.6125698
"1,2,3,6,7,9"	6	0.5750806	0.5953733	0.393883	0.5769674	0.5371389	0.5985831
"1,2,3,6,8,10"	6	0.5316011	0.5587402	0.4303266	0.5502458	0.5261486	0.615388
"1,2,3,6,8,11"	6	0.5496765	0.5806396	0.4252236	0.5884679	0.548404	0.632166
"1,2,3,6,8,12"	6	0.5439079	0.5587906	0.4431818	0.5896337	0.5541849	0.6207564
"1,2,3,6,8,9"	6	0.6008931	0.590826	0.4427281	0.5984929	0.5434986	0.6267204
"1,2,3,6,9,10"	6	0.5542408	0.5795537	0.445	0.569425	0.5316591	0.5929448
"1,2,3,6,9,11"	6	0.571331	0.5931533	0.3857947	0.5873745	0.5380363	0.5897747
"1,2,3,6,9,12"	6	0.5847371	0.591941	0.4353519	0.5880055	0.5450822	0.6011381
"1,2,3,7,10,11"	6	0.4962035	0.5295676	0.4004329	0.5340605	0.5306962	0.5554231
"1,2,3,7,10,12"	6	0.5257622	0.5421092	0.3491432	0.5657087	0.5470448	0.6160907
"1,2,3,7,11,12"	6	0.5416304	0.5702055	0.3746032	0.5892655	0.5626135	0.6209623
"1,2,3,7,8,10"	6	0.5484927	0.5624552	0.4510204	0.5652885	0.5436514	0.6168067
"1,2,3,7,8,11"	6	0.570537	0.5605375	0.4588406	0.5870341	0.5542359	0.6064216
"1,2,3,7,8,12"	6	0.5469248	0.5632104	0.448125	0.5685421	0.5491594	0.5922309
"1,2,3,7,8,9"	6	0.5837346	0.595701	0.3918379	0.5748038	0.5428543	0.5849745
"1,2,3,7,9,10"	6	0.5716474	0.5737176	0.4070513	0.5688637	0.5301988	0.5818669
"1,2,3,7,9,11"	6	0.5789842	0.5943593	0.3739886	0.5820508	0.52886	0.570029
"1,2,3,7,9,12"	6	0.5798576	0.5917035	0.403481	0.5922307	0.5513606	0.6118321
"1,2,3,8,10,11"	6	0.5536436	0.5771276	0.4688235	0.5879432	0.5652022	0.6268939
"1,2,3,8,10,12"	6	0.543538	0.5790231	0.4104859	0.5898663	0.5723936	0.6296638
"1,2,3,8,11,12"	6	0.5854419	0.5800191	0.4148551	0.5996498	0.5801268	0.6153036
